x,y,z,corriente,tiempo,operador
0.08,-0.57,0.29,2.95,32.55,
-0.02,-0.61,0.25,2.73,33.06,
-0.07,-0.75,0.11,2.47,33.37,
-0.01,-0.69,0.16,2.29,33.89,
-0.01,-0.7,0.15,2.17,34.49,
0.03,-0.66,0.2,2.08,35.00,
0.04,-0.57,0.28,1.94,35.41,
-0.01,-0.57,0.28,1.83,36.23,
-0.1,-0.74,0.11,1.75,36.35,
-0.01,-0.71,0.15,1.72,37.16,
0.04,-0.61,0.25,1.72,37.47,
0,-0.61,0.26,1.72,38.08,
0.03,-0.57,0.25,1.72,38.38,
-0.07,-0.7,0.15,1.71,38.90,
-0.09,-0.79,0.08,1.69,39.51,
-0.01,-0.75,0.12,1.87,40.33,
0.08,-0.58,0.28,1.92,40.74,
-0.02,-0.61,0.24,1.95,40.95,
-0.06,-0.74,0.12,1.97,41.56,
-0.08,-0.78,0.11,2.01,41.98,
0.04,-0.62,0.21,2.13,42.69,
0.04,-0.57,0.28,2.2,42.99,
-0.13,-0.71,0.15,2.25,43.61,
-0.06,-0.79,0.08,2.29,43.92,
0.07,-0.58,0.25,2.35,44.53,
-0.09,-0.71,0.15,2.42,45.04,
-0.01,-0.71,0.15,2.47,45.41,
0.03,-0.62,0.24,2.54,46.07,
-0.01,-0.65,0.24,2.59,46.58,
-0.04,-0.74,0.11,2.64,47.09,
-0.02,-0.7,0.17,2.68,47.40,
0.08,-0.56,0.3,2.71,48.01,
-0.06,-0.69,0.16,2.73,48.63,
-0.02,-0.75,0.12,2.74,48.84,
0.07,-0.56,0.3,2.76,49.65,
-0.1,-0.66,0.17,2.63,50.30,
-0.05,-0.74,0.15,2.55,50.67,
0.04,-0.57,0.29,2.45,50.88,
-0.01,-0.61,0.24,2.35,51.39,
-0.11,-0.8,0.04,2.27,52.11,
0.04,-0.66,0.2,2.16,52.41,
-0.01,-0.61,0.21,2.11,53.03,
-0.09,-0.78,0.08,2.09,53.54,
0.07,-0.52,0.37,2.3,54.15,
-0.04,-0.66,0.19,2.52,54.36,
0.04,-0.66,0.24,2.78,54.97,
-0.02,-0.6,0.25,3.1,55.69,
-0.09,-0.78,0.11,3.29,55.89,
0.03,-0.56,0.29,3.38,56.51,
-0.09,-0.78,0.11,3.39,57.12,
0.04,-0.61,0.25,3.4,57.58,
-0.05,-0.66,0.17,3.41,57.95,
-0.04,-0.78,0.08,3.42,58.77,
0,-0.65,0.2,3.43,59.07,
0.02,-0.54,0.3,3.44,59.48,
-0.02,-0.62,0.17,3.45,59.99,
-0.11,-0.84,0.04,3.45,60.71,
0.11,-0.56,0.29,3.45,61.02,
-0.01,-0.54,0.3,3.45,61.53,
-0.09,-0.73,0.15,3.48,62.03,
-0.05,-0.8,0.07,3.51,62.65,
-0.01,-0.61,0.25,3.56,62.96,
-0.01,-0.62,0.23,3.63,63.58,
-0.04,-0.67,0.16,3.54,63.89,
0,-0.71,0.12,3.42,64.60,
0.02,-0.61,0.24,3.18,65.31,
-0.06,-0.7,0.16,2.66,65.43,
-0.06,-0.79,0.07,2.29,66.03,
0.03,-0.69,0.19,2.04,66.45,
-0.1,-0.74,0.12,1.86,66.95,
-0.06,-0.83,0.07,1.73,67.58,
0.07,-0.53,0.33,1.63,68.08,
-0.02,-0.6,0.25,1.56,68.61,
-0.02,-0.69,0.19,1.51,69.00,
0.11,-0.47,0.39,1.47,69.51,
-0.05,-0.65,0.16,1.48,70.53,
-0.05,-0.84,0.04,1.52,70.54,
0.08,-0.53,0.29,1.56,70.97,
-0.14,-0.74,0.11,1.59,71.47,
-0.06,-0.75,0.13,1.62,72.08,
0.03,-0.56,0.33,1.63,72.59,
-0.06,-0.74,0.12,1.61,72.90,
-0.04,-0.75,0.11,1.57,73.51,
-0.01,-0.62,0.21,1.58,74.12,
-0.02,-0.62,0.24,1.57,74.33,
-0.02,-0.66,0.2,1.55,74.94,
0.07,-0.61,0.26,1.54,75.55,
0.03,-0.57,0.24,1.51,76.17,
-0.11,-0.73,0.16,1.43,76.44,
0.04,-0.65,0.24,1.36,77.19,
0.03,-0.48,0.38,1.33,77.60,
-0.13,-0.83,0.07,1.31,77.92,
0.04,-0.71,0.16,1.26,78.52,
-0.06,-0.65,0.19,1.23,79.14,
-0.05,-0.83,0.04,1.19,79.65,
0.04,-0.53,0.29,1.17,79.96,
