x,y,z,corriente,tiempo,operador
-0.1,0.04,-0.3,2.49,37.02,
-0.13,0.04,-0.3,2.55,37.02,
-0.1,0.04,-0.3,2.59,37.63,
-0.11,0.04,-0.31,2.61,38.03,
-0.1,0.04,-0.28,2.62,38.55,
-0.1,0.07,-0.3,2.63,39.06,
-0.1,0.04,-0.3,2.64,39.34,
-0.1,0.07,-0.28,2.65,39.88,
-0.11,0.04,-0.28,2.65,40.60,
-0.1,0.04,-0.3,2.64,41.01,
-0.1,0.04,-0.3,2.62,42.34,
-0.11,0.03,-0.3,2.6,42.34,
-0.09,0.07,-0.28,2.58,42.74,
-0.13,0.04,-0.3,2.56,43.05,
-0.07,0.07,-0.28,2.18,43.68,
-0.06,0.04,-0.28,1.76,44.19,
-0.1,0.04,-0.3,1.47,44.40,
-0.1,0.04,-0.3,1.28,45.52,
-0.1,0.04,-0.28,1.09,46.13,
-0.1,0.04,-0.3,1.06,46.53,
-0.1,0.04,-0.3,1.02,47.57,
-0.1,0.04,-0.31,1,47.87,
-0.1,0.04,-0.3,0.98,48.48,
-0.1,0.04,-0.3,0.97,49.20,
-0.1,0.04,-0.31,0.94,49.41,
-0.09,0.04,-0.3,0.92,50.12,
-0.1,0.04,-0.3,0.92,50.64,
-0.1,0.04,-0.28,0.92,51.05,
-0.11,0.04,-0.28,0.91,51.76,
-0.13,0.07,-0.28,0.91,52.07,
-0.13,0.04,-0.31,0.91,52.78,
-0.11,0.04,-0.28,0.95,52.99,
-0.14,0.04,-0.31,1.08,53.70,
-0.1,0.04,-0.32,1.25,53.91,
-0.11,0.07,-0.27,1.48,54.73,
-0.13,0.04,-0.3,1.75,55.45,
-0.11,0.04,-0.28,2.21,56.67,
-0.14,0.04,-0.32,2.35,56.68,
-0.1,0.04,-0.3,2.45,56.98,
-0.08,0.07,-0.28,2.49,57.49,
-0.1,0.04,-0.28,2.51,58.01,
-0.1,0.04,-0.32,2.52,59.84,
-0.1,0.04,-0.31,2.53,59.85,
-0.14,0.04,-0.27,2.49,60.36,
-0.09,0.07,-0.3,2.44,60.87,
-0.1,0.04,-0.32,2.39,61.08,
-0.1,0.04,-0.3,2.35,62.11,
-0.06,0.04,-0.32,2.26,62.12,
-0.13,0.04,-0.3,2.18,62.51,
-0.1,0.07,-0.27,2.15,63.74,
-0.14,0.03,-0.32,2.13,64.46,
-0.1,0.04,-0.32,2.11,64.46,
-0.14,0.08,-0.24,1.92,65.07,
-0.14,0.03,-0.31,1.78,65.58,
-0.1,0.03,-0.32,1.59,66.00,
-0.1,0.04,-0.31,1.41,66.50,
-0.11,0.04,-0.31,1.27,67.02,
-0.1,0.04,-0.31,1.16,67.53,
-0.1,0.07,-0.31,1.06,68.04,
-0.1,0.04,-0.28,1,68.65,
-0.1,0.04,-0.3,0.95,69.06,
-0.1,0.04,-0.28,0.94,69.78,
-0.11,0.07,-0.27,0.93,70.30,
-0.1,0.04,-0.28,0.92,70.50,
-0.1,0.04,-0.3,0.93,71.01,
-0.13,0.04,-0.31,0.95,72.44,
-0.1,0.04,-0.28,0.96,72.46,
-0.1,0.04,-0.28,0.95,73.06,
-0.1,0.03,-0.32,0.96,73.57,
-0.1,0.04,-0.28,0.97,74.08,
-0.11,0.04,-0.3,0.97,74.49,
-0.1,0.04,-0.3,0.98,74.90,
-0.1,0.04,-0.3,0.95,75.52,
-0.11,0.04,-0.3,0.93,76.03,
-0.1,0.04,-0.3,0.92,76.44,
-0.1,0.04,-0.3,0.91,77.16,
-0.1,0.07,-0.3,0.9,77.52,
-0.1,0.07,-0.3,0.93,78.48,
-0.1,0.07,-0.31,0.96,78.49,
-0.1,0.04,-0.28,0.99,79.00,
-0.1,0.04,-0.28,0.99,79.41,
-0.1,0.04,-0.28,1,80.02,
-0.1,0.04,-0.31,1,80.43,
-0.1,0.04,-0.28,1,81.04,
-0.1,0.04,-0.28,1.01,81.56,
-0.1,0.04,-0.3,1.02,82.17,
-0.11,0.04,-0.3,1.03,82.78,
-0.1,0.04,-0.3,1.02,83.30,
-0.13,0.04,-0.31,1,83.50,
-0.06,0.08,-0.26,1,84.32,
-0.13,0.04,-0.31,1.01,84.63,
-0.11,0.07,-0.31,1.02,85.45,
-0.09,0.04,-0.28,1.01,85.45,
-0.1,0.04,-0.3,1,86.17,
-0.1,0.04,-0.3,1.01,87.29,
-0.1,0.04,-0.3,1.15,87.29,
-0.1,0.04,-0.28,1.43,88.32,
-0.1,0.07,-0.28,1.66,89.14,
-0.1,0.04,-0.28,1.82,89.14,
-0.1,0.04,-0.31,1.99,90.77,
-0.11,0.04,-0.28,2.04,90.78,
-0.1,0.04,-0.3,2.08,91.28,
-0.09,0.07,-0.28,2.11,91.59,
-0.1,0.07,-0.28,2.15,92.10,
-0.1,0.04,-0.3,2.16,92.62,
-0.1,0.04,-0.32,2.17,92.92,
-0.1,0.04,-0.28,2.15,93.64,
-0.1,0.04,-0.3,2.14,94.46,
-0.1,0.04,-0.3,2.14,94.47,
-0.1,0.04,-0.3,2.14,95.18,
-0.1,0.04,-0.31,2.13,95.89,
-0.1,0.04,-0.31,2.11,95.90,
-0.09,0.04,-0.31,2.1,96.62,
-0.1,0.04,-0.3,2.02,97.02,
-0.1,0.04,-0.31,1.73,97.63,
-0.09,0.04,-0.32,1.42,98.04,
-0.1,0.04,-0.31,1.2,98.45,
-0.11,0.04,-0.31,1.08,99.16,
-0.1,0.04,-0.31,1,99.58,
-0.1,0.04,-0.28,0.94,99.94,
-0.1,0.04,-0.3,0.89,100.81,
-0.1,0.04,-0.3,0.85,101.02,
-0.1,0.04,-0.31,0.83,101.50,
-0.14,0.04,-0.3,0.81,102.09,
-0.1,0.07,-0.27,0.8,102.65,
-0.1,0,-0.32,0.8,103.37,
-0.09,0.07,-0.28,0.8,103.62,
-0.1,0.04,-0.32,0.78,103.98,
-0.13,0.08,-0.28,0.76,104.49,
-0.13,0.04,-0.31,0.74,105.72,
-0.1,0.04,-0.3,0.73,105.73,
-0.1,0.04,-0.3,0.73,105.94,
-0.06,0,-0.32,0.75,106.44,
-0.09,0.07,-0.28,0.76,107.06,
-0.14,0.07,-0.27,0.8,107.57,
-0.09,0.03,-0.35,1.01,108.39,
-0.1,0.04,-0.31,1.16,108.69,
-0.11,0.04,-0.3,1.26,108.90,
-0.1,0.04,-0.31,1.33,109.51,
-0.1,0.03,-0.3,1.41,110.03,
-0.1,0.04,-0.27,1.5,110.64,
-0.1,0.04,-0.3,1.62,111.04,
-0.1,0.07,-0.28,1.81,112.28,
-0.1,0.04,-0.28,1.98,112.28,
-0.1,0.04,-0.31,2.12,112.79,
-0.1,0.04,-0.3,2.21,113.20,
-0.1,0.07,-0.3,2.29,113.51,
-0.09,0.04,-0.3,2.35,114.33,
-0.1,0.04,-0.31,2.39,114.53,
-0.1,0.04,-0.3,2.42,115.04,
-0.1,0.04,-0.31,2.45,115.86,
-0.1,0.04,-0.31,2.46,116.38,
-0.1,0.08,-0.27,2.47,117.30,
-0.1,0.04,-0.28,2.5,117.50,
-0.1,0.04,-0.28,2.51,118.11,
-0.1,0.04,-0.31,2.41,118.52,
-0.1,0.04,-0.3,2.34,119.03,
-0.1,0.04,-0.28,2.3,119.55,
-0.09,0.04,-0.3,2.27,120.16,
-0.1,0.04,-0.31,2.23,120.67,
-0.1,0.04,-0.28,2.17,120.89,
-0.1,0.04,-0.3,2.04,121.59,
-0.1,0.04,-0.31,1.69,121.91,
-0.1,0.04,-0.3,1.44,122.56,
-0.1,0.04,-0.3,1.24,123.03,
-0.1,0.04,-0.28,1.11,123.54,
-0.1,0.04,-0.28,1.03,123.95,
-0.1,0.04,-0.31,0.97,124.57,
-0.11,0.04,-0.31,0.92,125.08,
-0.09,0.04,-0.3,0.89,125.59,
-0.1,0.04,-0.31,0.98,126.00,
-0.1,0.04,-0.3,1.03,126.62,
-0.1,0.04,-0.27,1.07,127.02,
-0.11,0.04,-0.31,1.11,127.53,
-0.1,0.04,-0.3,1.15,128.09,
-0.1,0.04,-0.3,1.18,128.56,
-0.09,0.04,-0.28,1.2,129.07,
-0.07,0.04,-0.27,1.22,129.59,
-0.1,0.04,-0.31,1.23,130.08,
-0.09,0.07,-0.3,1.25,130.71,
-0.1,0.04,-0.28,1.27,131.12,
-0.1,0.04,-0.28,1.28,131.53,
-0.1,0.04,-0.3,1.31,132.04,
-0.1,0.07,-0.28,1.33,132.55,
-0.1,0.04,-0.28,1.35,133.06,
-0.09,0.04,-0.3,1.36,133.58,
-0.1,0.07,-0.28,1.37,134.09,
-0.1,0.04,-0.3,1.38,134.60,
-0.1,0.04,-0.3,1.39,135.22,
-0.1,0.07,-0.28,1.39,135.52,
-0.1,0.04,-0.31,1.28,136.34,
-0.1,0.04,-0.31,1.2,136.65,
-0.1,0.04,-0.3,1.15,136.97,
-0.1,0.07,-0.3,1.05,137.47,
-0.09,0.04,-0.31,0.98,138.20,
-0.1,0.07,-0.3,0.93,138.50,
-0.1,0.07,-0.3,0.89,139.21,
-0.1,0.04,-0.3,0.87,139.52,
-0.1,0.04,-0.28,0.85,140.13,
-0.1,0.04,-0.3,0.85,140.69,
-0.1,0.04,-0.3,0.86,141.36,
-0.09,0.04,-0.28,0.87,141.81,
-0.09,0.04,-0.3,0.84,141.87,
-0.1,0.04,-0.31,0.82,142.49,
-0.1,0.04,-0.31,0.8,143.03,
-0.09,0.04,-0.31,0.76,143.46,
-0.1,0.04,-0.3,0.78,144.12,
-0.1,0.07,-0.28,0.89,144.54,
-0.09,0.04,-0.31,1.04,145.05,
-0.1,0.04,-0.31,1.16,145.55,
-0.1,0.04,-0.3,1.24,146.07,
-0.09,0.04,-0.31,1.31,146.53,
-0.1,0.04,-0.31,1.38,147.13,
-0.1,0.04,-0.3,1.42,147.60,
-0.1,0.04,-0.28,1.46,147.91,
-0.1,0.04,-0.32,1.5,148.90,
-0.09,0.04,-0.3,1.56,149.34,
-0.1,0.04,-0.28,1.62,149.86,
-0.06,0.04,-0.31,1.7,150.57,
-0.13,0.03,-0.31,1.73,150.99,
-0.1,0.04,-0.31,1.76,151.60,
-0.13,0.04,-0.28,1.79,152.11,
-0.1,0.04,-0.3,1.8,152.51,
-0.09,0.04,-0.31,1.8,153.03,
-0.11,0.04,-0.31,1.81,153.41,
-0.1,0.04,-0.31,1.79,154.06,
-0.09,0.04,-0.28,1.7,154.53,
-0.1,0.07,-0.3,1.51,155.18,
-0.09,0.07,-0.28,1.3,155.55,
-0.09,0.07,-0.3,1.15,156.05,
-0.09,0.04,-0.3,1.07,156.45,
-0.14,0.15,-0.22,1.26,157.02,
-0.06,0.03,-0.31,1.6,157.54,
-0.1,0.08,-0.28,1.86,158.25,
-0.1,0.03,-0.31,2.06,158.44,
-0.06,0.04,-0.31,2.21,159.28,
-0.09,0.04,-0.31,2.32,159.67,
-0.09,0.04,-0.3,2.39,160.41,
-0.1,0.04,-0.3,2.44,160.92,
-0.07,0.04,-0.32,2.49,160.92,
-0.1,0.03,-0.31,2.53,161.53,
-0.1,0.04,-0.3,2.56,161.94,
-0.1,0.04,-0.31,2.57,162.56,
-0.09,0.04,-0.31,2.58,163.07,
-0.09,0.04,-0.31,2.61,163.58,
-0.09,0.03,-0.35,2.63,164.50,
-0.07,0.04,-0.28,2.65,164.91,
-0.1,0.03,-0.34,2.67,165.63,
-0.1,0.07,-0.28,2.67,166.65,
-0.09,0.04,-0.31,2.67,166.85,
-0.1,0.04,-0.31,2.03,167.58,
-0.1,0.04,-0.31,1.68,168.19,
-0.09,0.04,-0.3,1.42,168.50,
-0.1,0.03,-0.3,1.25,168.91,
-0.1,0.04,-0.28,1.12,169.62,
-0.1,0.04,-0.28,1.03,170.03,
-0.1,0.04,-0.3,0.96,170.84,
-0.1,0.04,-0.3,0.92,171.06,
-0.1,0.04,-0.3,0.9,171.77,
-0.1,0.03,-0.31,0.89,171.92,
-0.1,0.04,-0.3,0.93,172.59,
-0.1,0.04,-0.31,1.09,173.10,
-0.1,0.04,-0.3,1.16,173.51,
-0.1,0.04,-0.3,1.2,174.14,
-0.1,0.04,-0.3,1.23,174.54,
-0.09,0.04,-0.3,1.27,175.15,
-0.1,0.04,-0.3,1.31,175.66,
-0.1,0.04,-0.3,1.33,176.17,
-0.09,0.07,-0.3,1.36,176.59,
-0.1,0.04,-0.28,1.38,177.20,
-0.1,0.04,-0.31,1.43,177.61,
-0.09,0.04,-0.3,1.47,178.02,
-0.1,0.04,-0.28,1.49,178.63,
-0.1,0.07,-0.28,1.51,179.04,
-0.1,0.04,-0.31,1.54,179.71,
-0.1,0.04,-0.3,1.56,179.97,
-0.1,0.04,-0.28,1.57,180.68,
-0.1,0.04,-0.3,1.58,180.89,
-0.1,0.04,-0.31,1.57,181.81,
-0.1,0.04,-0.3,1.57,182.12,
-0.1,0.04,-0.31,1.54,182.63,
-0.09,0.04,-0.3,1.33,183.03,
-0.09,0.04,-0.28,1.19,183.65,
-0.1,0.04,-0.3,1.09,184.27,
-0.1,0.04,-0.3,1.02,184.57,
-0.09,0.04,-0.3,0.97,185.19,
-0.1,0.04,-0.28,0.98,185.50,
-0.11,0.04,-0.28,0.98,185.96,
-0.09,0.04,-0.3,0.98,186.72,
-0.1,0.04,-0.31,0.98,187.04,
-0.1,0.04,-0.31,0.93,187.49,
-0.1,0.04,-0.3,0.88,188.26,
-0.08,0.04,-0.31,0.87,188.47,
-0.1,0.04,-0.3,0.97,188.98,
-0.1,0.04,-0.31,1.04,189.49,
-0.09,0.07,-0.28,1.08,190.10,
-0.09,0.07,-0.27,1.13,190.61,
-0.1,0.04,-0.32,1.17,191.23,
-0.1,0.04,-0.28,1.21,191.45,
-0.1,0.04,-0.3,1.25,192.05,
-0.09,0.04,-0.28,1.3,192.56,
-0.1,0.04,-0.31,1.38,192.97,
-0.1,0.07,-0.28,1.44,194.40,
-0.09,0.04,-0.31,1.48,195.12,
-0.09,0.04,-0.31,1.51,195.12,
-0.09,0.04,-0.31,1.54,195.94,
-0.1,0.04,-0.3,1.53,195.94,
-0.09,0.04,-0.31,1.68,196.35,
-0.06,0.11,-0.28,1.88,196.96,
-0.13,0.03,-0.35,2.04,197.37,
-0.07,0.04,-0.3,2.15,197.88,
-0.05,0.03,-0.35,2.23,198.32,
-0.13,0.03,-0.31,2.26,198.91,
-0.09,0.04,-0.28,2.19,199.42,
-0.07,0.04,-0.31,2.1,199.93,
-0.06,-0.01,-0.35,2.03,200.44,
-0.09,0.04,-0.3,1.95,201.06,
-0.09,0.04,-0.3,1.94,201.47,
-0.11,0.04,-0.31,1.93,202.49,
-0.09,-0.01,-0.35,1.93,203.11,
-0.06,0.04,-0.3,1.93,203.62,
-0.1,0.04,-0.31,1.93,204.03,
-0.06,0.04,-0.28,1.94,204.44,
-0.09,0.07,-0.27,1.95,205.15,
-0.06,0.07,-0.28,1.96,205.83,
-0.09,0.07,-0.28,1.97,206.07,
-0.1,0.03,-0.32,1.98,206.69,
-0.09,0.04,-0.31,1.84,206.84,
-0.13,0.08,-0.27,1.7,207.82,
-0.1,0.07,-0.28,1.6,208.33,
-0.09,-0.01,-0.35,1.53,208.54,
-0.11,0.08,-0.27,1.48,209.25,
-0.14,0.03,-0.31,1.46,209.56,
-0.11,0.04,-0.31,1.45,210.38,
-0.09,0.04,-0.3,1.43,210.59,
-0.09,0.04,-0.31,1.42,211.09,
-0.1,0.04,-0.3,1.41,211.61,
-0.09,0.04,-0.3,1.4,212.02,
-0.09,0.07,-0.28,1.4,212.63,
-0.1,0.07,-0.28,1.4,213.32,
-0.1,0.04,-0.28,1.4,213.76,
-0.09,0.04,-0.28,1.41,213.97,
-0.1,0.04,-0.28,1.42,214.68,
-0.09,0.04,-0.28,1.43,214.99,
-0.1,0.04,-0.31,1.44,215.60,
-0.1,0.07,-0.3,1.45,216.18,
-0.1,0.04,-0.28,1.26,216.42,
-0.09,0.04,-0.31,1.09,217.03,
-0.1,0.04,-0.3,0.97,217.67,
-0.09,0.04,-0.31,0.89,217.96,
-0.1,0.04,-0.3,0.83,218.57,
-0.09,0.04,-0.3,0.79,219.05,
-0.1,0.04,-0.31,0.76,219.69,
-0.1,0.04,-0.3,0.74,220.10,
-0.09,0.04,-0.3,0.71,220.62,
-0.1,0.04,-0.3,0.69,221.13,
-0.09,0.04,-0.28,0.69,221.44,
-0.09,0.04,-0.28,0.69,222.15,
-0.1,0.04,-0.3,0.68,223.03,
-0.1,0.04,-0.28,0.68,223.04,
-0.08,0.04,-0.3,0.67,223.98,
-0.09,0.04,-0.3,0.66,223.99,
-0.09,0.04,-0.3,0.64,225.13,
-0.1,0.04,-0.3,0.63,225.58,
-0.1,0.04,-0.28,0.62,225.96,
-0.1,0.04,-0.31,0.61,226.45,
-0.09,0.07,-0.3,0.59,226.97,
-0.09,0.04,-0.3,0.58,227.37,
-0.09,0.04,-0.31,0.58,227.88,
-0.09,0.04,-0.28,0.57,228.39,
-0.09,0.04,-0.3,0.56,228.91,
-0.09,0.07,-0.28,0.55,229.42,
-0.09,0.04,-0.28,0.52,229.94,
-0.09,0.04,-0.3,0.52,230.34,
-0.09,0.04,-0.3,0.53,230.96,
-0.1,0.07,-0.28,0.54,231.47,
-0.08,0.04,-0.3,0.54,231.81,
-0.09,0.04,-0.31,0.62,232.35,
-0.09,0.04,-0.28,0.9,232.82,
-0.09,0.04,-0.3,1.2,233.42,
-0.1,0.04,-0.3,1.46,233.91,
-0.1,0.04,-0.28,1.65,234.44,
-0.09,0.04,-0.28,1.82,234.95,
-0.09,0.04,-0.31,1.96,235.47,
-0.09,0.04,-0.28,2.07,235.88,
-0.09,0.06,-0.3,2.16,236.38,
-0.09,0.04,-0.31,2.23,236.90,
-0.09,0.04,-0.3,2.29,237.41,
-0.1,0.04,-0.3,2.36,238.13,
-0.13,0.04,-0.3,2.42,238.37,
-0.09,0.03,-0.31,2.49,238.84,
-0.11,0.08,-0.27,2.55,239.46,
-0.1,0.06,-0.28,2.6,239.90,
-0.06,0,-0.35,2.63,240.58,
-0.1,0.04,-0.28,2.65,240.90,
-0.1,0.12,-0.23,2.67,241.40,
-0.05,0.04,-0.3,2.68,242.22,
-0.06,0.04,-0.31,2.67,242.43,
-0.1,0.03,-0.32,2.52,242.84,
-0.1,0.02,-0.32,2.23,243.35,
-0.09,0.04,-0.31,1.82,243.87,
-0.1,0.04,-0.3,1.54,244.35,
-0.06,0.04,-0.31,1.39,244.89,
-0.09,0.03,-0.32,1.31,245.66,
-0.1,0.04,-0.31,1.26,246.12,
-0.09,0.04,-0.28,1.22,246.32,
-0.09,0.04,-0.28,1.2,246.83,
-0.09,0.07,-0.3,1.19,247.44,
-0.09,0.04,-0.28,1.19,247.86,
-0.09,0.04,-0.31,1.19,248.48,
-0.09,0.04,-0.31,1.17,248.88,
-0.1,0.04,-0.28,1.16,249.40,
-0.09,0.04,-0.28,1.14,250.63,
-0.1,0.04,-0.31,1.11,250.63,
-0.1,0.04,-0.3,1.09,250.83,
-0.09,0.04,-0.31,1.07,251.44,
-0.1,0.04,-0.3,1.06,252.05,
-0.09,0.04,-0.3,1.05,252.36,
-0.09,0.04,-0.28,1.05,252.87,
-0.09,0.04,-0.3,1.06,253.38,
-0.07,0.04,-0.31,1.07,253.89,
-0.08,0.04,-0.3,1.06,254.41,
-0.1,0.04,-0.3,1.02,254.92,
-0.09,0.04,-0.3,0.96,255.54,
-0.1,0.04,-0.3,0.91,255.95,
-0.09,0.04,-0.28,0.88,256.36,
-0.1,0.02,-0.32,0.85,256.97,
-0.1,0.07,-0.27,0.84,257.43,
-0.08,0.04,-0.31,0.79,258.00,
-0.09,0.04,-0.31,0.75,258.30,
-0.09,0.04,-0.28,0.73,258.91,
-0.09,0.04,-0.31,0.73,259.43,
-0.1,0.04,-0.3,0.76,260.14,
-0.09,0.04,-0.27,0.78,260.36,
-0.09,0.04,-0.28,0.79,260.96,
-0.09,0.04,-0.3,0.81,261.37,
-0.1,0.04,-0.28,0.82,261.89,
-0.1,0.04,-0.28,0.83,262.40,
-0.09,0.04,-0.3,0.82,262.91,
-0.09,0.04,-0.3,0.81,263.42,
-0.09,0.04,-0.3,0.81,263.93,
-0.06,0.04,-0.3,0.82,264.44,
-0.09,0.04,-0.28,0.84,264.95,
-0.09,0.04,-0.3,0.88,265.36,
-0.06,0.04,-0.28,0.93,265.88,
-0.09,0.04,-0.27,0.97,266.39,
-0.09,0.04,-0.28,1,266.90,
-0.09,0.04,-0.31,1.01,267.41,
-0.09,0.04,-0.3,1.03,267.93,
-0.1,0.04,-0.3,1.05,268.44,
-0.09,0.03,-0.28,1.05,268.85,
-0.09,0.04,-0.3,1.06,269.56,
-0.09,0.04,-0.31,1.06,269.87,
-0.1,0.07,-0.3,1.06,270.39,
-0.09,0.04,-0.31,1.07,270.92,
-0.1,0.04,-0.3,1.06,271.40,
-0.09,0.04,-0.3,1.06,271.98,
-0.07,0.07,-0.3,1.04,272.43,
-0.09,0.04,-0.3,1.03,272.94,
-0.09,0.04,-0.3,1.02,273.35,
-0.09,0.04,-0.3,0.98,273.86,
-0.09,0.04,-0.3,0.97,274.38,
-0.09,0.04,-0.3,0.96,274.89,
-0.09,0.04,-0.31,0.94,275.61,
-0.09,0.03,-0.28,0.93,275.91,
-0.09,0.04,-0.31,0.92,276.43,
-0.09,0.04,-0.3,0.9,277.04,
-0.09,0.04,-0.3,0.88,277.45,
-0.09,0.04,-0.31,0.87,278.06,
-0.09,0.04,-0.31,0.85,278.37,
-0.09,0.04,-0.3,0.85,278.88,
-0.09,0.04,-0.28,0.8,279.39,
-0.06,0.04,-0.28,0.79,279.92,
-0.09,0.04,-0.31,0.8,280.52,
-0.08,0.04,-0.3,0.8,280.94,
-0.1,0.04,-0.28,0.81,281.44,
-0.1,0.04,-0.31,0.8,282.03,
-0.08,0.04,-0.28,0.8,282.36,
-0.1,0.04,-0.3,0.8,282.88,
-0.1,0.04,-0.28,0.8,283.49,
-0.1,0.03,-0.32,0.81,283.90,
-0.07,0.07,-0.28,0.81,284.52,
-0.13,-0.01,-0.35,0.77,284.92,
-0.09,0.07,-0.28,0.74,285.41,
-0.11,0.04,-0.28,0.72,285.85,
-0.1,0.04,-0.31,0.71,286.56,
-0.09,0.04,-0.28,0.71,286.87,
-0.1,0.04,-0.3,0.69,287.49,
-0.1,0.04,-0.31,0.68,287.89,
-0.1,0.07,-0.28,0.67,288.41,
-0.09,0.04,-0.28,0.98,289.02,
-0.1,0.04,-0.31,1.45,289.43,
-0.06,0,-0.28,1.9,289.84,
-0.05,0.04,-0.31,2.22,290.35,
-0.13,0.04,-0.28,2.45,291.07,
-0.06,0.04,-0.28,2.63,291.38,
-0.09,-0.01,-0.35,2.76,292.09,
-0.11,0.03,-0.28,2.87,292.40,
-0.05,0.04,-0.3,2.95,293.32,
-0.1,0.04,-0.28,3.02,293.73,
-0.08,0.04,-0.3,3.09,293.93,
-0.09,0.03,-0.31,3.15,294.55,
-0.07,0.04,-0.32,3.19,294.96,
-0.09,0.03,-0.3,3.22,295.46,
-0.09,0.04,-0.28,3.26,295.98,
-0.11,0.04,-0.27,3.29,296.39,
-0.09,0.04,-0.31,3.31,296.91,
-0.09,0.03,-0.31,3.33,298.13,
-0.04,0.03,-0.32,3.35,298.14,
-0.09,0.03,-0.35,3.36,298.48,
-0.06,0.07,-0.28,3.25,298.85,
-0.1,0.07,-0.28,2.9,299.36,
-0.09,0.04,-0.28,2.23,299.87,
-0.06,0.04,-0.31,1.87,300.39,
-0.06,0.04,-0.3,1.62,300.90,
-0.08,0.04,-0.28,1.45,301.41,
-0.09,0.04,-0.31,1.33,301.92,
-0.07,0.04,-0.31,1.29,302.48,
-0.09,0.04,-0.28,1.28,302.84,
-0.08,0.04,-0.31,1.26,303.66,
-0.09,0.04,-0.31,1.23,303.87,
-0.09,0.04,-0.3,1.23,304.34,
-0.09,0.04,-0.31,1.23,304.89,
-0.09,0.04,-0.3,1.22,305.51,
-0.1,0.04,-0.28,1.2,305.92,
-0.1,0.04,-0.28,1.19,306.43,
-0.09,0.04,-0.3,1.19,306.95,
-0.09,0.04,-0.3,1.19,307.35,
-0.09,0.04,-0.31,1.19,307.86,
-0.08,0.04,-0.3,1.19,308.37,
-0.09,0.04,-0.31,1.19,308.88,
-0.06,0.04,-0.31,1.17,309.40,
-0.09,0.04,-0.3,1.15,309.90,
-0.09,0.04,-0.3,1.1,310.42,
-0.07,0.04,-0.28,1.07,310.94,
-0.09,0.04,-0.3,1.04,311.34,
-0.1,0.04,-0.3,1.02,311.96,
-0.06,0.04,-0.28,0.95,312.37,
-0.05,0.07,-0.28,0.88,312.88,
-0.08,0.04,-0.28,0.84,313.49,
