x,y,z,corriente,tiempo,operador
0.02,-0.66,0.17,2.12,34.30,
0.11,-0.58,0.25,1.83,34.91,
-0.02,-0.66,0.19,1.75,35.63,
-0.15,-0.79,0.08,1.7,35.94,
-0.06,-0.79,0.08,1.69,36.35,
-0.04,-0.78,0.11,1.69,37.06,
0.03,-0.7,0.16,1.71,38.40,
0.07,-0.58,0.25,1.73,38.40,
-0.01,-0.61,0.24,1.64,39.01,
-0.17,-0.83,0.03,1.58,39.49,
-0.1,-0.83,0.04,1.57,40.35,
-0.04,-0.74,0.15,1.56,40.75,
-0.02,-0.71,0.16,1.56,40.95,
0.07,-0.61,0.25,1.56,41.57,
0.07,-0.6,0.24,1.58,42.18,
-0.06,-0.71,0.15,1.56,42.39,
-0.1,-0.78,0.12,1.54,43.02,
-0.02,-0.78,0.11,1.53,43.83,
-0.02,-0.71,0.15,1.5,44.33,
-0.01,-0.69,0.16,1.48,45.26,
0.07,-0.61,0.24,1.47,45.26,
0.03,-0.61,0.21,1.45,45.41,
-0.1,-0.78,0.08,1.46,46.07,
-0.11,-0.83,0.03,1.43,46.48,
-0.06,-0.78,0.08,1.41,46.99,
-0.01,-0.7,0.15,1.34,47.72,
0.04,-0.62,0.24,1.28,47.92,
0.08,-0.56,0.26,1.24,48.73,
-0.1,-0.73,0.15,1.33,49.76,
-0.15,-0.86,0,1.38,50.07,
-0.1,-0.79,0.07,1.45,50.68,
-0.07,-0.75,0.12,1.5,51.30,
0.02,-0.71,0.13,1.54,51.52,
0.12,-0.58,0.25,1.57,52.12,
0.04,-0.57,0.28,1.59,52.73,
-0.01,-0.64,0.23,1.61,53.03,
-0.09,-0.78,0.11,1.66,53.45,
-0.06,-0.79,0.08,1.72,53.86,
-0.02,-0.71,0.16,1.76,54.47,
-0.01,-0.7,0.2,1.8,55.08,
0.04,-0.62,0.2,1.84,55.60,
-0.06,-0.71,0.11,1.83,56.01,
-0.09,-0.79,0.08,1.81,56.62,
0.03,-0.71,0.12,1.78,57.13,
0.02,-0.65,0.21,1.74,57.44,
-0.02,-0.69,0.17,1.71,58.05,
-0.06,-0.78,0.08,1.64,58.38,
-0.05,-0.78,0.08,1.64,58.78,
0.11,-0.65,0.24,1.62,59.80,
-0.01,-0.66,0.15,1.6,60.10,
-0.11,-0.83,0.04,1.59,60.31,
-0.02,-0.78,0.08,1.58,60.92,
0.08,-0.62,0.21,1.59,61.64,
0.03,-0.62,0.21,1.6,62.15,
-0.02,-0.7,0.16,1.6,62.46,
0.03,-0.65,0.2,1.62,63.07,
-0.13,-0.78,0.07,1.62,64.20,
-0.13,-0.83,0.04,1.61,64.20,
0,-0.71,0.15,1.62,64.51,
0.03,-0.65,0.21,1.61,65.02,
-0.02,-0.69,0.16,1.59,65.94,
-0.02,-0.74,0.11,1.58,65.95,
-0.05,-0.73,0.13,1.57,66.48,
-0.01,-0.74,0.11,1.57,67.07,
0.04,-0.63,0.21,1.56,67.68,
-0.09,-0.75,0.12,1.57,68.30,
-0.05,-0.75,0.11,1.58,68.50,
0.04,-0.69,0.16,1.45,68.91,
-0.01,-0.66,0.19,1.36,69.52,
-0.05,-0.69,0.16,1.27,70.03,
-0.06,-0.71,0.11,1.14,70.86,
-0.09,-0.71,0.15,1.03,71.16,
-0.06,-0.79,0.07,0.97,71.47,
0.11,-0.62,0.21,0.91,72.08,
-0.02,-0.65,0.2,0.88,72.59,
-0.1,-0.74,0.11,0.86,73.00,
-0.1,-0.8,0.04,0.83,73.52,
-0.05,-0.71,0.16,0.8,74.14,
0.04,-0.62,0.24,0.78,74.65,
0.04,-0.58,0.24,0.76,74.95,
-0.14,-0.83,0.03,0.76,75.56,
-0.02,-0.7,0.17,0.76,75.98,
0.03,-0.61,0.24,0.78,76.77,
-0.06,-0.66,0.19,0.82,77.10,
-0.05,-0.75,0.11,0.85,77.72,
-0.02,-0.74,0.12,0.84,77.92,
-0.01,-0.71,0.15,0.84,78.53,
0.03,-0.65,0.21,0.87,79.35,
-0.06,-0.8,0.04,1.13,79.97,
0.04,-0.66,0.17,1.47,80.38,
0.04,-0.58,0.28,1.76,81.37,
-0.09,-0.83,0.07,2.13,81.59,
0.04,-0.65,0.24,2.27,81.82,
-0.04,-0.7,0.16,2.4,82.63,
-0.13,-0.88,-0.01,2.5,83.14,
0.03,-0.7,0.15,2.57,83.65,
-0.06,-0.79,0.04,2.65,83.86,
-0.04,-0.73,0.15,2.73,84.58,
0.08,-0.62,0.17,2.79,84.99,
-0.1,-0.79,0.04,2.85,85.40,
0.04,-0.66,0.16,2.89,86.32,
-0.15,-0.86,0,2.92,86.86,
0.08,-0.62,0.19,2.99,87.25,
-0.17,-0.87,-0.01,3.06,87.66,
0.08,-0.62,0.21,3.12,88.37,
-0.14,-0.83,0.04,3.16,89.29,
0,-0.75,0.11,3.18,89.29,
-0.02,-0.6,0.24,3.05,89.49,
-0.1,-0.8,0.07,2.76,90.41,
0.08,-0.53,0.29,2.36,90.42,
-0.14,-0.82,0.04,2.08,91.03,
0.04,-0.56,0.29,1.9,91.54,
-0.02,-0.71,0.12,1.77,91.95,
-0.04,-0.66,0.17,1.69,92.78,
0.12,-0.52,0.33,1.64,93.18,
-0.05,-0.71,0.16,1.61,93.59,
0.11,-0.52,0.34,1.58,94.51,
-0.09,-0.75,0.12,1.55,94.52,
0.11,-0.65,0.25,2.02,94.92,
-0.05,-0.7,0.15,2.59,95.53,
0.04,-0.69,0.21,3.02,96.76,
-0.02,-0.65,0.2,3.34,96.77,
0.16,-0.52,0.32,3.61,97.48,
-0.18,-0.95,-0.1,3.83,97.89,
0.12,-0.61,0.24,4.1,98.50,
-0.06,-0.79,0.07,4.22,99.22,
-0.02,-0.82,0.07,4.33,99.42,
-0.05,-0.71,0.15,4.41,100.04,
0,-0.65,0.2,4.49,101.19,
-0.02,-0.8,0.04,4.61,101.37,
0,-0.66,0.2,4.65,101.88,
-0.01,-0.69,0.19,4.69,102.50,
0.07,-0.57,0.29,4.71,103.12,
-0.01,-0.69,0.16,4.72,103.83,
0.08,-0.58,0.25,4.73,104.63,
-0.11,-0.87,-0.02,4.49,104.85,
0.13,-0.53,0.33,4.02,105.35,
-0.06,-0.7,0.19,3.53,106.50,
-0.1,-0.75,0.08,3.21,106.50,
-0.14,-0.79,0.04,2.96,107.27,
-0.19,-0.96,-0.15,2.77,107.52,
-0.09,-0.78,0.11,2.61,108.44,
-0.09,-0.86,-0.01,2.41,108.45,
-0.06,-0.74,0.13,2.29,109.66,
-0.1,-0.79,-0.01,2.18,109.67,
-0.14,-0.87,-0.02,2.1,110.07,
0.1,-0.56,0.26,2.01,110.59,
-0.05,-0.62,0.21,1.98,111.20,
-0.13,-0.86,0.04,2.03,111.51,
0.13,-0.58,0.25,2.07,112.44,
-0.06,-0.74,0.09,2.1,112.44,
-0.13,-0.79,0.08,2.12,113.04,
-0.01,-0.69,0.17,2.15,113.77,
0.07,-0.62,0.24,2.17,113.87,
-0.05,-0.71,0.08,2.17,114.58,
-0.09,-0.73,0.12,2.13,115.20,
-0.06,-0.78,0.08,2.04,115.40,
0.04,-0.69,0.16,1.96,116.94,
0,-0.66,0.19,1.9,116.95,
-0.1,-0.75,0.08,1.87,117.45,
-0.06,-0.75,0.08,1.88,118.37,
-0.01,-0.74,0.12,1.89,118.99,
0.03,-0.69,0.17,1.86,118.99,
0.12,-0.57,0.26,1.84,119.60,
0.03,-0.61,0.21,1.92,120.21,
-0.1,-0.75,0.08,2.04,120.52,
-0.06,-0.74,0.12,2.08,121.03,
-0.13,-0.79,0.08,1.99,121.54,
-0.06,-0.75,0.12,1.93,121.86,
0.07,-0.66,0.2,1.89,122.77,
-0.01,-0.65,0.21,1.86,123.08,
-0.05,-0.7,0.13,1.84,123.59,
-0.05,-0.71,0.15,1.83,124.11,
-0.02,-0.7,0.13,1.84,124.62,
0,-0.69,0.16,1.85,125.54,
-0.01,-0.7,0.16,1.86,125.54,
-0.01,-0.69,0.16,1.86,126.56,
-0.01,-0.7,0.16,1.88,126.57,
-0.01,-0.7,0.16,1.89,127.48,
-0.01,-0.7,0.16,1.89,128.30,
-0.01,-0.7,0.16,1.88,128.51,
0.02,-0.7,0.17,1.88,129.43,
-0.01,-0.7,0.16,1.88,129.44,
-0.01,-0.7,0.16,1.77,130.35,
-0.01,-0.71,0.16,1.54,130.56,
0,-0.69,0.17,1.36,131.17,
-0.01,-0.7,0.15,1.24,131.68,
-0.01,-0.7,0.16,1.15,132.30,
-0.01,-0.7,0.15,1.09,132.71,
0.02,-0.69,0.17,1.04,133.32,
-0.01,-0.7,0.15,1.02,133.94,
-0.01,-0.7,0.16,1,133.95,
0,-0.69,0.16,0.96,134.96,
-0.02,-0.7,0.16,0.92,135.88,
-0.01,-0.7,0.15,0.91,136.60,
0,-0.69,0.16,0.86,136.91,
0,-0.69,0.16,0.84,138.44,
-0.01,-0.7,0.16,0.83,138.45,
0,-0.69,0.17,0.82,139.05,
-0.01,-0.7,0.15,0.85,140.49,
0,-0.69,0.17,0.87,141.31,
-0.01,-0.7,0.16,0.89,141.62,
0,-0.7,0.16,0.93,142.85,
-0.01,-0.69,0.16,0.94,142.86,
0.02,-0.66,0.17,0.97,143.15,
-0.01,-0.69,0.16,0.98,143.46,
-0.01,-0.7,0.16,0.98,144.17,
0,-0.7,0.17,0.98,145.10,
-0.01,-0.7,0.16,1,145.67,
-0.01,-0.7,0.15,1.01,146.22,
-0.01,-0.7,0.16,1.04,146.53,
0,-0.69,0.16,1.05,147.14,
-0.01,-0.7,0.16,1.05,147.46,
-0.01,-0.69,0.15,1.06,148.07,
-0.01,-0.7,0.13,1.07,148.58,
0,-0.7,0.17,1.08,149.00,
-0.01,-0.7,0.16,1.06,149.49,
