x,y,z,corriente,tiempo,operador
-0.62,0.54,0.81,0.85,2.96,
-0.61,0.55,0.84,0.85,3.47,
-0.64,0.51,0.82,0.83,3.98,
-0.65,0.54,0.81,0.82,4.39,
-0.65,0.51,0.84,0.81,5.01,
-0.61,0.51,0.82,0.8,5.42,
-0.62,0.52,0.82,0.79,5.93,
-0.61,0.51,0.86,0.76,6.46,
-0.61,0.51,0.84,1.1,6.95,
-0.62,0.6,0.86,1.35,7.46,
-0.62,0.54,0.8,1.53,7.98,
-0.65,0.51,0.84,1.65,8.38,
-0.66,0.55,0.72,2.37,8.90,
-0.62,0.6,0.85,2.9,9.41,
-0.74,0.56,0.79,3.26,9.93,
-0.71,0.51,0.77,3.51,10.44,
-0.65,0.5,0.84,4.19,10.95,
-0.75,0.55,0.84,4.67,11.46,
-0.75,0.54,0.71,4.99,11.89,
-0.78,0.58,0.79,5.21,12.48,
-0.74,0.54,0.8,5.68,12.99,
-0.48,0.63,0.9,5.98,13.40,
-0.7,0.45,0.67,6.18,13.91,
-0.78,0.55,0.84,6.3,14.43,
-0.56,0.59,0.94,6.38,15.14,
-0.83,0.46,1.05,6.42,15.45,
-1,0.58,0.77,6.43,15.96,
-0.77,0.51,0.6,6.42,16.48,
-0.79,0.41,0.9,6.41,16.99,
-0.7,0.42,0.77,6.4,17.50,
-0.75,0.6,0.84,6.4,17.91,
-0.88,0.59,0.73,6.4,18.41,
-0.7,0.59,0.93,6.19,18.93,
-0.78,0.55,0.77,6.05,19.44,
-0.78,0.37,0.81,5.96,19.95,
-0.78,0.41,1.01,5.9,20.46,
-0.92,0.54,0.8,5.36,20.97,
-0.77,0.67,0.84,4.98,21.49,
-0.74,0.8,0.93,4.72,22.00,
-0.82,0.58,0.8,4.53,22.51,
-0.84,0.37,0.75,3.35,22.92,
-0.77,0.29,0.89,2.52,23.43,
-0.73,0.34,1.11,1.97,23.94,
-0.93,0.54,0.51,1.58,24.46,
-0.83,0.67,0.94,1.96,24.88,
-0.78,0.77,1.05,2.25,25.48,
-0.83,0.59,0.84,2.48,25.89,
-0.79,0.47,0.89,2.65,26.40,
-0.88,0.33,0.88,2.78,27.02,
-0.82,0.42,0.63,2.97,27.43,
-0.7,0.64,0.86,3.26,27.95,
-0.87,0.64,0.73,3.64,28.45,
-0.84,0.71,0.89,3.92,28.96,
-0.75,0.6,0.86,4.16,29.47,
-1.04,0.16,0.42,4.35,29.91,
-0.92,0.19,0.47,0.98,87.94,
-0.74,0.38,0.68,0.99,88.35,
-0.71,0.42,0.71,0.97,88.86,
-0.74,0.41,0.71,0.95,89.37,
-0.71,0.42,0.71,0.93,89.88,
-0.75,0.38,0.67,0.94,90.39,
-0.99,-0.06,0.42,0.95,90.91,
-0.66,0.45,0.76,1,91.42,
-0.65,0.5,0.76,1.01,91.85,
-0.65,0.5,0.81,1,92.34,
-0.71,0.45,0.71,0.99,92.86,
-0.62,0.42,0.8,1,93.33,
-0.74,0.38,0.72,1.01,93.85,
-1.17,-0.74,-0.19,1.02,94.39,
-0.88,0.21,0.5,1.02,94.90,
-0.91,1.25,0.84,1.05,95.41,
-0.87,1.06,0.65,1.07,95.92,
-0.7,0.47,0.76,1.05,96.44,
-0.75,0.37,0.67,1.04,96.95,
-0.71,0.41,0.72,1.02,97.37,
-0.71,0.42,0.73,1,97.97,
-0.7,0.42,0.72,0.99,98.38,
-0.71,0.42,0.72,0.97,98.89,
-0.7,0.42,0.73,0.95,99.51,
-0.71,0.42,0.72,0.93,100.02,
-0.71,0.43,0.72,0.93,100.43,
-0.71,0.42,0.72,0.94,100.85,
-0.71,0.42,0.72,0.92,101.45,
-0.71,0.42,0.73,0.9,101.97,
-0.71,0.42,0.73,0.88,102.39,
-0.7,0.42,0.73,0.86,102.84,
-0.71,0.42,0.73,0.84,103.38,
-0.7,0.43,0.72,0.81,103.84,
-0.7,0.42,0.72,0.79,104.42,
-0.71,0.43,0.76,0.77,104.83,
-0.7,0.42,0.73,0.72,105.45,
-0.71,0.43,0.73,0.67,105.96,
-0.71,0.42,0.75,0.64,106.68,
-0.7,0.42,0.73,0.62,106.98,
-0.71,0.42,0.72,0.6,107.39,
-0.7,0.42,0.73,0.65,107.91,
-0.7,0.42,0.75,0.68,108.32,
-0.7,0.43,0.73,0.7,109.03,
-0.7,0.42,0.73,0.71,109.45,
-0.7,0.43,0.73,0.73,109.96,
-0.7,0.43,0.73,0.74,110.36,
-0.7,0.45,0.73,0.73,110.98,
-0.71,0.43,0.73,0.72,111.50,
-0.71,0.43,0.72,0.72,111.90,
-0.7,0.42,0.72,0.73,112.41,
-0.78,0.37,0.71,0.73,112.92,
-0.7,0.43,0.72,0.74,113.43,
-0.71,0.46,0.75,0.76,113.84,
-0.66,0.42,0.73,0.8,114.36,
-0.71,0.39,0.76,0.82,114.90,
-0.71,0.42,0.75,0.9,115.38,
-0.71,0.43,0.73,0.96,115.89,
-0.71,0.42,0.75,1,116.40,
-0.7,0.43,0.75,1.03,116.92,
-0.7,0.43,0.75,1.07,117.43,
-0.7,0.43,0.73,1.07,117.94,
-0.7,0.45,0.75,1.07,118.35,
-0.69,0.46,0.76,1.1,118.97,
-0.69,0.45,0.75,1.12,119.38,
-0.7,0.45,0.75,1.13,119.89,
